Title,Element Name,Weight,Data Value
Ophthalmic Medical Technicians,Active Learning,608,3
"Opticians, Dispensing",Active Learning,608,3
Order Clerks,Active Learning,608,3
Paralegals and Legal Assistants,Active Learning,608,3
"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Active Learning,608,3
Photographers,Active Learning,608,3
Pipe Fitters and Steamfitters,Active Learning,608,3
Plumbers,Active Learning,608,3
Power Distributors and Dispatchers,Active Learning,608,3
"Property, Real Estate, and Community Association Managers",Active Learning,608,3
Prosthodontists,Active Learning,608,3
Psychiatric Technicians,Active Learning,608,3
Quality Control Analysts,Active Learning,608,3
Radiation Therapists,Active Learning,608,3
Radiologic Technologists,Active Learning,608,3
Railroad Conductors and Yardmasters,Active Learning,608,3
Receptionists and Information Clerks,Active Learning,608,3
Recreational Vehicle Service Technicians,Active Learning,608,3
Refrigeration Mechanics and Installers,Active Learning,608,3
Rehabilitation Counselors,Active Learning,608,3
Remote Sensing Technicians,Active Learning,608,3
Reservation and Transportation Ticket Agents and Travel Clerks,Active Learning,608,3
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Active Learning,608,3
Self-Enrichment Education Teachers,Active Learning,608,3
"Service Unit Operators, Oil, Gas, and Mining",Active Learning,608,3
Ship Engineers,Active Learning,608,3
Signal and Track Switch Repairers,Active Learning,608,3
Social and Human Service Assistants,Active Learning,608,3
Solar Photovoltaic Installers,Active Learning,608,3
Solar Thermal Installers and Technicians,Active Learning,608,3
Speech-Language Pathology Assistants,Active Learning,608,3
Stationary Engineers and Boiler Operators,Active Learning,608,3
Stonemasons,Active Learning,608,3
Structural Iron and Steel Workers,Active Learning,608,3
Subway and Streetcar Operators,Active Learning,608,3
Surgical Assistants,Active Learning,608,3
Surgical Technologists,Active Learning,608,3
Tax Preparers,Active Learning,608,3
Teacher Assistants,Active Learning,608,3
Traffic Technicians,Active Learning,608,3
Veterinary Assistants and Laboratory Animal Caretakers,Active Learning,608,3
Wind Energy Engineers,Active Learning,608,3
Wind Turbine Service Technicians,Active Learning,608,3
Mental Health Counselors,Active Listening,881,4.88
Clinical Psychologists,Active Listening,881,4.75
"Judges, Magistrate Judges, and Magistrates",Active Listening,881,4.75
Marriage and Family Therapists,Active Listening,881,4.75
"Child, Family, and School Social Workers",Active Listening,881,4.62
Psychiatrists,Active Listening,881,4.62
"Arbitrators, Mediators, and Conciliators",Active Listening,881,4.5
Counseling Psychologists,Active Listening,881,4.5
Farm and Home Management Advisors,Active Listening,881,4.5
Labor Relations Specialists,Active Listening,881,4.5
Lawyers,Active Listening,881,4.5
Neuropsychologists and Clinical Neuropsychologists,Active Listening,881,4.5
Travel Agents,Active Listening,881,4.5
Air Traffic Controllers,Active Listening,881,4.38
Allergists and Immunologists,Active Listening,881,4.38
Clergy,Active Listening,881,4.38
"Education Administrators, Elementary and Secondary School",Active Listening,881,4.38
"Educational, Guidance, School, and Vocational Counselors",Active Listening,881,4.38
"Eligibility Interviewers, Government Programs",Active Listening,881,4.38
First-Line Supervisors of Police and Detectives,Active Listening,881,4.38
Mental Health and Substance Abuse Social Workers,Active Listening,881,4.38
Order Clerks,Active Listening,881,4.38
Patient Representatives,Active Listening,881,4.38
School Psychologists,Active Listening,881,4.38
Sports Medicine Physicians,Active Listening,881,4.38
Advanced Practice Psychiatric Nurses,Active Listening,881,4.25
Equal Opportunity Representatives and Officers,Active Listening,881,4.25
Family and General Practitioners,Active Listening,881,4.25
Government Property Inspectors and Investigators,Active Listening,881,4.25
Healthcare Social Workers,Active Listening,881,4.25
Industrial-Organizational Psychologists,Active Listening,881,4.25
Judicial Law Clerks,Active Listening,881,4.25
Loan Counselors,Active Listening,881,4.25
Loan Interviewers and Clerks,Active Listening,881,4.25
Lodging Managers,Active Listening,881,4.25
Neurologists,Active Listening,881,4.25
Ophthalmologists,Active Listening,881,4.25
"Pediatricians, General",Active Listening,881,4.25
"Police, Fire, and Ambulance Dispatchers",Active Listening,881,4.25
Public Relations and Fundraising Managers,Active Listening,881,4.25
Reporters and Correspondents,Active Listening,881,4.25
Social and Community Service Managers,Active Listening,881,4.25
Speech-Language Pathology Assistants,Active Listening,881,4.25
Urologists,Active Listening,881,4.25
Mathematical Technicians,Active Listening,881,4.16
Adapted Physical Education Specialists,Active Listening,881,4.12
"Administrative Law Judges, Adjudicators, and Hearing Officers",Active Listening,881,4.12
"Agricultural Sciences Teachers, Postsecondary",Active Listening,881,4.12
Anesthesiologists,Active Listening,881,4.12
Animal Scientists,Active Listening,881,4.12
Archeologists,Active Listening,881,4.12
"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Active Listening,881,4.12
Broadcast News Analysts,Active Listening,881,4.12
Chief Executives,Active Listening,881,4.12
Choreographers,Active Listening,881,4.12
Community Health Workers,Active Listening,881,4.12
Computer Systems Engineers/Architects,Active Listening,881,4.12
Credit Authorizers,Active Listening,881,4.12
Credit Checkers,Active Listening,881,4.12
Critical Care Nurses,Active Listening,881,4.12
"Directors- Stage, Motion Pictures, Television, and Radio",Active Listening,881,4.12
"Education Administrators, Postsecondary",Active Listening,881,4.12
"English Language and Literature Teachers, Postsecondary",Active Listening,881,4.12
Epidemiologists,Active Listening,881,4.12
Financial Examiners,Active Listening,881,4.12
"Forestry and Conservation Science Teachers, Postsecondary",Active Listening,881,4.12
"Home Economics Teachers, Postsecondary",Active Listening,881,4.12
Hospitalists,Active Listening,881,4.12
Insurance Sales Agents,Active Listening,881,4.12
Intelligence Analysts,Active Listening,881,4.12
Interior Designers,Active Listening,881,4.12
Interpreters and Translators,Active Listening,881,4.12
Landscape Architects,Active Listening,881,4.12
"Law Teachers, Postsecondary",Active Listening,881,4.12
Management Analysts,Active Listening,881,4.12
"Meeting, Convention, and Event Planners",Active Listening,881,4.12
Naturopathic Physicians,Active Listening,881,4.12
Nuclear Engineers,Active Listening,881,4.12
Nurse Midwives,Active Listening,881,4.12
Nurse Practitioners,Active Listening,881,4.12
Obstetricians and Gynecologists,Active Listening,881,4.12
Physician Assistants,Active Listening,881,4.12
Police Detectives,Active Listening,881,4.12
Private Detectives and Investigators,Active Listening,881,4.12
Public Relations Specialists,Active Listening,881,4.12
Radio and Television Announcers,Active Listening,881,4.12
Radiologists,Active Listening,881,4.12
Recreational Therapists,Active Listening,881,4.12
Registered Nurses,Active Listening,881,4.12
Rehabilitation Counselors,Active Listening,881,4.12
"Sales Agents, Securities and Commodities",Active Listening,881,4.12
Sales Managers,Active Listening,881,4.12
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Active Listening,881,4.12
Sociologists,Active Listening,881,4.12
"Sociology Teachers, Postsecondary",Active Listening,881,4.12
Speech-Language Pathologists,Active Listening,881,4.12
Substance Abuse and Behavioral Disorder Counselors,Active Listening,881,4.12
Surgeons,Active Listening,881,4.12
Training and Development Specialists,Active Listening,881,4.12
Tutors,Active Listening,881,4.12
Acute Care Nurses,Active Listening,881,4
Adult Basic and Secondary Education and Literacy Teachers and Instructors,Active Listening,881,4
Advertising and Promotions Managers,Active Listening,881,4
"Agents and Business Managers of Artists, Performers, and Athletes",Active Listening,881,4
Airfield Operations Specialists,Active Listening,881,4
"Airline Pilots, Copilots, and Flight Engineers",Active Listening,881,4
Anesthesiologist Assistants,Active Listening,881,4
Anthropologists,Active Listening,881,4
"Anthropology and Archeology Teachers, Postsecondary",Active Listening,881,4
"Architecture Teachers, Postsecondary",Active Listening,881,4
Art Directors,Active Listening,881,4
Art Therapists,Active Listening,881,4
"Art, Drama, and Music Teachers, Postsecondary",Active Listening,881,4
Athletic Trainers,Active Listening,881,4
Atmospheric and Space Scientists,Active Listening,881,4
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Active Listening,881,4
Audiologists,Active Listening,881,4
Bill and Account Collectors,Active Listening,881,4
Biochemical Engineers,Active Listening,881,4
Biochemists and Biophysicists,Active Listening,881,4
Bioinformatics Scientists,Active Listening,881,4
"Biological Science Teachers, Postsecondary",Active Listening,881,4
Budget Analysts,Active Listening,881,4
"Career/Technical Education Teachers, Secondary School",Active Listening,881,4
"Chemistry Teachers, Postsecondary",Active Listening,881,4
Chiropractors,Active Listening,881,4
Clinical Nurse Specialists,Active Listening,881,4
Clinical Research Coordinators,Active Listening,881,4
Coaches and Scouts,Active Listening,881,4
"Communications Teachers, Postsecondary",Active Listening,881,4
Compensation and Benefits Managers,Active Listening,881,4
"Compensation, Benefits, and Job Analysis Specialists",Active Listening,881,4
Computer and Information Systems Managers,Active Listening,881,4
Computer User Support Specialists,Active Listening,881,4
Concierges,Active Listening,881,4
Correctional Officers and Jailers,Active Listening,881,4
Court Clerks,Active Listening,881,4
Court Reporters,Active Listening,881,4
Criminal Investigators and Special Agents,Active Listening,881,4
"Criminal Justice and Law Enforcement Teachers, Postsecondary",Active Listening,881,4
Customs Brokers,Active Listening,881,4
"Dentists, General",Active Listening,881,4
Dermatologists,Active Listening,881,4
Dietitians and Nutritionists,Active Listening,881,4
"Dispatchers, Except Police, Fire, and Ambulance",Active Listening,881,4
Distance Learning Coordinators,Active Listening,881,4
"Economics Teachers, Postsecondary",Active Listening,881,4
Economists,Active Listening,881,4
"Education Administrators, Preschool and Childcare Center/Program",Active Listening,881,4
"Education Teachers, Postsecondary",Active Listening,881,4
"Elementary School Teachers, Except Special Education",Active Listening,881,4
"Engineering Teachers, Postsecondary",Active Listening,881,4
Environmental Compliance Inspectors,Active Listening,881,4
Environmental Restoration Planners,Active Listening,881,4
"Environmental Science Teachers, Postsecondary",Active Listening,881,4
"Environmental Scientists and Specialists, Including Health",Active Listening,881,4
Executive Secretaries and Executive Administrative Assistants,Active Listening,881,4
Exercise Physiologists,Active Listening,881,4
Fashion Designers,Active Listening,881,4
"Financial Managers, Branch or Department",Active Listening,881,4
Fire Investigators,Active Listening,881,4
Fire-Prevention and Protection Engineers,Active Listening,881,4
First-Line Supervisors of Correctional Officers,Active Listening,881,4
First-Line Supervisors of Non-Retail Sales Workers,Active Listening,881,4
First-Line Supervisors of Office and Administrative Support Workers,Active Listening,881,4
First-Line Supervisors of Production and Operating Workers,Active Listening,881,4
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,Active Listening,881,4
Floral Designers,Active Listening,881,4
"Foreign Language and Literature Teachers, Postsecondary",Active Listening,881,4
Forest Firefighters,Active Listening,881,4
"Fraud Examiners, Investigators and Analysts",Active Listening,881,4
Fundraisers,Active Listening,881,4
Gaming Supervisors,Active Listening,881,4
General and Operations Managers,Active Listening,881,4
Genetic Counselors,Active Listening,881,4
Geneticists,Active Listening,881,4
Health Educators,Active Listening,881,4
"Health Specialties Teachers, Postsecondary",Active Listening,881,4
Historians,Active Listening,881,4
"History Teachers, Postsecondary",Active Listening,881,4
Human Resources Managers,Active Listening,881,4
Human Resources Specialists,Active Listening,881,4
Immigration and Customs Inspectors,Active Listening,881,4
Industrial Safety and Health Engineers,Active Listening,881,4
Informatics Nurse Specialists,Active Listening,881,4
Instructional Coordinators,Active Listening,881,4
"Insurance Adjusters, Examiners, and Investigators",Active Listening,881,4
"Internists, General",Active Listening,881,4
Investment Fund Managers,Active Listening,881,4
"Library Science Teachers, Postsecondary",Active Listening,881,4
Licensed Practical and Licensed Vocational Nurses,Active Listening,881,4
Licensing Examiners and Inspectors,Active Listening,881,4
Loan Officers,Active Listening,881,4
Loss Prevention Managers,Active Listening,881,4
